"Locus"	"Allele"	"Frequency_recent"	"x_recent"	"y_recent"	"Frequency_historic"	"x_historic"	"y_historic"	"Euclidean_distance"	"Resistance_based_distance"	"Landscape_resistance"
"Leon31 "	330	0.333	-3833855.99332499	10743061.3390386	0.5	-3837136.55322491	10725944.4555681	17428.4185455852	33965.5	122.87
"Leon31 "	330	0.375	-3832993.68094611	10741619.8181885	0.5	-3837136.55322491	10725944.4555681	16213.5864015377	35646.4	126.24
"Leon31 "	330	1	-3830707.82318852	10748056.3712499	0.5	-3832092.5295933	10761632.9792642	13647.0398621852	23795.2	108.23
"Leon31 "	330	0.4	-3830807.19829394	10761465.0344789	0.5	-3832092.5295933	10761632.9792642	1296.25691897565	1342.5	188.2
"Leon31 "	330	0.375	-3832136.75534032	10760691.8798628	0.5	-3832092.5295933	10761632.9792642	942.13799414255	1487.7	307.09
"Leon31 "	330	0.167	-3832571.68254384	10756718.2730217	0.5	-3832092.5295933	10761632.9792642	4938.00820169704	8386.4	263.77
"Leon31 "	330	0.25	-3837136.55322491	10725944.4555681	0.5	-3837136.55322491	10725944.4555681	0	2845.2	310.53
"Leon31 "	330	0.5	-3836472.47647905	10726779.8112263	0.5	-3837136.55322491	10725944.4555681	1067.15369090228	1183.3	249.81
"Leon31 "	330	0.5	-3837092.19493726	10741953.0389327	0.5	-3837136.55322491	10725944.4555681	16008.6448208477	29092.6	116.9
"Leon31 "	332	0.125	-3832993.68094611	10741619.8181885	0.875	-3814809.19283505	10787454.7675737	49310.4268182709	79548.1	524.15
"Leon31 "	334	0.071	-3848812.68503423	10745487.219727	0.143	-3850355.73962123	10743765.1516269	2312.25777109792	2458.4	247.46
"Leon31 "	334	0.071	-3848205.93586398	10746463.4673618	0.143	-3850355.73962123	10743765.1516269	3450.00927535419	3702.8	382.52
"Leon31 "	334	0.125	-3849038.62221455	10749887.0697689	0.143	-3850355.73962123	10743765.1516269	6262.00287447988	6471.9	656.73
"Leon31 "	334	0.167	-3833855.99332499	10743061.3390386	0.083	-3831937.84248834	10755283.7805037	12372.0401712899	16427.3	337.29
"Leon31 "	334	0.375	-3832136.75534032	10760691.8798628	0.333	-3832097.11584667	10761638.2675796	947.217504064122	1487.7	307.09
"Leon31 "	334	0.1	-3831327.27853097	10755077.3255354	0.083	-3831937.84248834	10755283.7805037	644.524631020778	1038.1	359.5
"Leon31 "	336	0.143	-3848205.93586398	10746463.4673618	0.125	-3845105.93131116	10745187.5234867	3352.32173276538	3502.9	361.4
"Leon31 "	336	0.5	-3849038.62221455	10749887.0697689	0.125	-3845105.93131116	10745187.5234867	6127.95177853164	6520.6	665.28
"Leon31 "	336	0.167	-3838237.33456959	10743235.3186302	0.125	-3833855.99332499	10743061.3390386	4384.79417988561	6724.3	259.51
"Leon31 "	336	0.167	-3833855.99332499	10743061.3390386	0.125	-3833855.99332499	10743061.3390386	0	NA	NA
"Leon31 "	336	0.125	-3832136.75534032	10760691.8798628	1	-3832878.60363112	10755831.2953184	4916.87105789346	8386.4	263.77
"Leon31 "	336	0.75	-3831937.84248834	10755283.7805037	0.5	-3831937.84248834	10755283.7805037	0	1180.2	232.53
"Leon31 "	336	0.5	-3832877.64520233	10756133.923938	1	-3832878.60363112	10755831.2953184	302.630137293157	0	0
"Leon31 "	336	0.4	-3831327.27853097	10755077.3255354	0.5	-3831937.84248834	10755283.7805037	644.524631020778	1038.1	359.5
"Leon31 "	336	0.667	-3832571.68254384	10756718.2730217	1	-3832878.60363112	10755831.2953184	938.57871273144	1200.6	295.16
"Leon31 "	336	0.5	-3836000.08230449	10726663.9935081	0.5	-3836000.08230449	10726663.9935081	0	1765.1	316.86
"Leon31 "	336	0.25	-3837136.55322491	10725944.4555681	0.5	-3836000.08230449	10726663.9935081	1345.10259832124	1343.5	221.14
"Leon31 "	336	0.25	-3837180.12677243	10725471.1783281	0.5	-3836000.08230449	10726663.9935081	1677.8894480874	1873.4	313.955
"Leon31 "	336	0.167	-3836836.95539439	10725661.5737201	0.5	-3836000.08230449	10726663.9935081	1305.83383322423	1366.25	270.54
"Leon31 "	336	0.25	-3836745.63268835	10725400.5887332	0.5	-3836000.08230449	10726663.9935081	1466.9822766511	2053.3	301.53
"Leon31 "	336	0.25	-3836472.47647905	10726779.8112263	0.5	-3836000.08230449	10726663.9935081	486.384621470953	849.2	276.88
"Leon31 "	336	0.25	-3834929.02189673	10728357.9458695	0.5	-3836000.08230449	10726663.9935081	2004.15692998493	2385.2	302.8
"Leon31 "	336	0.5	-3837092.19493726	10741953.0389327	0.125	-3833855.99332499	10743061.3390386	3420.72068429586	5768.2	404.14
"Leon31 "	338	0.417	-3838237.33456959	10743235.3186302	0.25	-3833855.99332499	10743061.3390386	4384.79417988561	6724.3	259.51
"Leon31 "	338	0.125	-3832136.75534032	10760691.8798628	0.083	-3832097.11584667	10761638.2675796	947.217504064122	1487.7	307.09
"Leon31 "	338	0.25	-3831937.84248834	10755283.7805037	0.417	-3831937.84248834	10755283.7805037	0	1180.2	232.53
"Leon31 "	338	0.5	-3832877.64520233	10756133.923938	0.417	-3831937.84248834	10755283.7805037	1267.26990022212	1180.2	232.53
"Leon31 "	338	0.4	-3831327.27853097	10755077.3255354	0.417	-3831937.84248834	10755283.7805037	644.524631020778	1038.1	359.5
"Leon31 "	338	0.167	-3832571.68254384	10756718.2730217	0.417	-3831937.84248834	10755283.7805037	1568.28632589665	1568.2	302.49
"Leon31 "	338	0.167	-3836000.08230449	10726663.9935081	0.333	-3836000.08230449	10726663.9935081	0	1765.1	316.86
"Leon31 "	338	0.25	-3834954.83138545	10726260.0436148	0.333	-3836000.08230449	10726663.9935081	1120.59136173434	3584.3	327.14
"Leon31 "	338	0.333	-3836836.95539439	10725661.5737201	0.333	-3836000.08230449	10726663.9935081	1305.83383322423	1366.25	270.54
"Leon31 "	338	0.5	-3837180.12677243	10725471.1783281	0.333	-3836000.08230449	10726663.9935081	1677.8894480874	1873.4	313.955
"Leon31 "	338	0.333	-3835526.43175286	10725638.5783946	0.333	-3836000.08230449	10726663.9935081	1129.52246547012	2997.5	307
"Leon31 "	338	0.5	-3836745.63268835	10725400.5887332	0.333	-3836000.08230449	10726663.9935081	1466.9822766511	2053.3	301.53
"Leon31 "	338	0.25	-3835251.78597857	10727696.8132448	0.333	-3836000.08230449	10726663.9935081	1275.4073858989	1765.1	316.86
"Leon31 "	338	0.25	-3835943.12387789	10727185.94153	0.333	-3836000.08230449	10726663.9935081	525.04666459258	845.3	231.06
"Leon31 "	338	0.25	-3834929.02189673	10728357.9458695	0.333	-3836000.08230449	10726663.9935081	2004.15692998493	2385.2	302.8
"Leon31 "	338	0.5	-3837092.19493726	10741953.0389327	0.25	-3833855.99332499	10743061.3390386	3420.72068429586	5768.2	404.14
"Leon31 "	338	0.5	-3837092.19493726	10741953.0389327	0.25	-3833855.99332499	10743061.3390386	3420.72068429586	5768.2	404.14
"Leon31 "	340	0.167	-3833855.99332499	10743061.3390386	0.1	-3834954.83138545	10726260.0436148	16837.1901753231	33965.5	122.87
"Leon31 "	340	0.1	-3830807.19829394	10761465.0344789	0.25	-3830730.82009379	10761761.5920122	306.235203722777	847.3	226.8
"Leon31 "	340	0.1	-3831327.27853097	10755077.3255354	0.25	-3832097.11584667	10761638.2675796	6605.95261866257	9600.1	332.07
"Leon31 "	340	0.25	-3835943.12387789	10727185.94153	0.1	-3834954.83138545	10726260.0436148	1354.25588423579	3455	336.98
"Leon31 "	340	0.167	-3836836.95539439	10725661.5737201	0.333	-3835526.43175286	10725638.5783946	1310.72537169432	1900.05	318.535
"Leon31 "	340	0.25	-3835251.78597857	10727696.8132448	0.1	-3834954.83138545	10726260.0436148	1467.13632631684	2495.1	313.51
"Leon31 "	340	0.333	-3835526.43175286	10725638.5783946	0.333	-3835526.43175286	10725638.5783946	0	3211.1	408.82
"Leon31 "	340	0.25	-3835943.12387789	10727185.94153	0.1	-3834954.83138545	10726260.0436148	1354.25588423579	3455	336.98
"Leon31 "	342	0.929	-3848812.68503423	10745487.219727	0.786	-3850355.73962123	10743765.1516269	2312.25777109792	2458.4	247.46
"Leon31 "	342	0.786	-3848205.93586398	10746463.4673618	0.875	-3845105.93131116	10745187.5234867	3352.32173276538	3502.9	361.4
"Leon31 "	342	0.375	-3849038.62221455	10749887.0697689	0.875	-3845105.93131116	10745187.5234867	6127.95177853164	6520.6	665.28
"Leon31 "	342	0.167	-3838237.33456959	10743235.3186302	0.625	-3833855.99332499	10743061.3390386	4384.79417988561	6724.3	259.51
"Leon31 "	342	1	-3813163.86437249	10786407.7220874	1	-3813163.86437249	10786407.7220874	0	NA	NA
"Leon31 "	342	0.6	-3815584.56216887	10786021.2221798	1	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Leon31 "	342	1	-3814809.19283505	10787454.7675737	0.25	-3814809.19283505	10787454.7675737	0	NA	NA
"Leon31 "	342	1	-3815584.56216887	10786021.2221798	1	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Leon31 "	342	1	-3814085.76421928	10787968.3199448	0.25	-3814809.19283505	10787454.7675737	887.178110644303	1041.7	212.97
"Leon31 "	342	0.967	-3815495.03350466	10786313.3002829	1	-3815584.56216887	10786021.2221798	305.491407405913	736.7	91.86
"Leon31 "	342	1	-3814085.76421928	10787968.3199448	0.25	-3814809.19283505	10787454.7675737	887.178110644303	1041.7	212.97
"Leon31 "	342	0.167	-3833855.99332499	10743061.3390386	0.625	-3833855.99332499	10743061.3390386	0	NA	NA
"Leon31 "	342	0.375	-3832993.68094611	10741619.8181885	0.625	-3833855.99332499	10743061.3390386	1679.75146971649	2397	376.75
"Leon31 "	342	1	-3831382.3291709	10761621.4744814	0.5	-3832092.5295933	10761632.9792642	710.293601261855	0	0
"Leon31 "	342	0.5	-3830807.19829394	10761465.0344789	0.5	-3832092.5295933	10761632.9792642	1296.25691897565	1342.5	188.2
"Leon31 "	342	0.333	-3836000.08230449	10726663.9935081	0.167	-3836000.08230449	10726663.9935081	0	1765.1	316.86
"Leon31 "	342	0.5	-3834954.83138545	10726260.0436148	0.8	-3834954.83138545	10726260.0436148	0	2495.1	313.51
"Leon31 "	342	0.5	-3837136.55322491	10725944.4555681	0.5	-3837136.55322491	10725944.4555681	0	2845.2	310.53
"Leon31 "	342	0.75	-3837180.12677243	10725471.1783281	0.5	-3837136.55322491	10725944.4555681	475.27886550642	842.7	276.55
"Leon31 "	342	0.75	-3835943.12387789	10727185.94153	0.167	-3836000.08230449	10726663.9935081	525.04666459258	845.3	231.06
"Leon31 "	342	0.333	-3836836.95539439	10725661.5737201	0.5	-3837136.55322491	10725944.4555681	412.04490046937	858.2	200.74
"Leon31 "	342	0.5	-3837180.12677243	10725471.1783281	0.5	-3837136.55322491	10725944.4555681	475.27886550642	842.7	276.55
"Leon31 "	342	0.667	-3835526.43175286	10725638.5783946	0.333	-3835526.43175286	10725638.5783946	0	3211.1	408.82
"Leon31 "	342	0.25	-3836745.63268835	10725400.5887332	0.5	-3837136.55322491	10725944.4555681	669.783547124884	1162.6	297.18
"Leon31 "	342	0.5	-3835251.78597857	10727696.8132448	0.167	-3836000.08230449	10726663.9935081	1275.4073858989	1765.1	316.86
"Leon31 "	342	0.25	-3836472.47647905	10726779.8112263	0.167	-3836000.08230449	10726663.9935081	486.384621470953	849.2	276.88
"Leon31 "	342	0.667	-3835526.43175286	10725638.5783946	0.333	-3835526.43175286	10725638.5783946	0	3211.1	408.82
"Leon31 "	342	0.5	-3835943.12387789	10727185.94153	0.167	-3836000.08230449	10726663.9935081	525.04666459258	845.3	231.06
"Leon31 "	342	0.5	-3834929.02189673	10728357.9458695	0.167	-3836000.08230449	10726663.9935081	2004.15692998493	2385.2	302.8
"Leon31 "	344	0.25	-3834954.83138545	10726260.0436148	0.1	-3834954.83138545	10726260.0436148	0	2495.1	313.51
"Lchu7 "	341	0.25	-3837136.55322491	10725944.4555681	0.167	-3836000.08230449	10726663.9935081	1345.10259832124	1343.5	221.14
"Lchu7 "	341	0.167	-3835251.78597857	10727696.8132448	0.167	-3836000.08230449	10726663.9935081	1275.4073858989	1765.1	316.86
"Lchu7 "	343	0.357	-3848812.68503423	10745487.219727	0.429	-3850355.73962123	10743765.1516269	2312.25777109792	2458.4	247.46
"Lchu7 "	343	0.917	-3848205.93586398	10746463.4673618	0.75	-3845105.93131116	10745187.5234867	3352.32173276538	3502.9	361.4
"Lchu7 "	343	1	-3849038.62221455	10749887.0697689	0.75	-3845105.93131116	10745187.5234867	6127.95177853164	6520.6	665.28
"Lchu7 "	343	0.417	-3838237.33456959	10743235.3186302	0.375	-3833855.99332499	10743061.3390386	4384.79417988561	6724.3	259.51
"Lchu7 "	343	0.7	-3813163.86437249	10786407.7220874	0.5	-3813163.86437249	10786407.7220874	0	NA	NA
"Lchu7 "	343	0.6	-3815584.56216887	10786021.2221798	0.5	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Lchu7 "	343	0.611	-3814809.19283505	10787454.7675737	1	-3814809.19283505	10787454.7675737	0	2057.6	280.66
"Lchu7 "	343	0.7	-3815584.56216887	10786021.2221798	0.5	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Lchu7 "	343	0.75	-3814085.76421928	10787968.3199448	1	-3814809.19283505	10787454.7675737	887.178110644303	3004.5	346.2
"Lchu7 "	343	0.643	-3815495.03350466	10786313.3002829	0.5	-3815584.56216887	10786021.2221798	305.491407405913	736.7	91.86
"Lchu7 "	343	0.7	-3814085.76421928	10787968.3199448	1	-3814809.19283505	10787454.7675737	887.178110644303	3004.5	346.2
"Lchu7 "	343	0.25	-3833855.99332499	10743061.3390386	0.375	-3833855.99332499	10743061.3390386	0	NA	NA
"Lchu7 "	343	0.5	-3832993.68094611	10741619.8181885	0.375	-3833855.99332499	10743061.3390386	1679.75146971649	2397	376.75
"Lchu7 "	343	0.5	-3830707.82318852	10748056.3712499	0.375	-3833855.99332499	10743061.3390386	5904.34772011088	6671.3	298.21
"Lchu7 "	343	0.5	-3831382.3291709	10761621.4744814	0.5	-3830730.82009379	10761761.5920122	666.406032383429	1526.4	272.35
"Lchu7 "	343	0.2	-3830807.19829394	10761465.0344789	0.5	-3830730.82009379	10761761.5920122	306.235203722777	847.3	226.8
"Lchu7 "	343	0.5	-3832136.75534032	10760691.8798628	0.5	-3832092.5295933	10761632.9792642	942.13799414255	1487.7	307.09
"Lchu7 "	343	0.167	-3832571.68254384	10756718.2730217	0.5	-3832092.5295933	10761632.9792642	4938.00820169704	8386.4	263.77
"Lchu7 "	343	0.333	-3836000.08230449	10726663.9935081	0.6	-3834954.83138545	10726260.0436148	1120.59136173434	3584.3	327.14
"Lchu7 "	343	0.5	-3837180.12677243	10725471.1783281	0.25	-3837136.55322491	10725944.4555681	475.27886550642	842.7	276.55
"Lchu7 "	343	0.5	-3835943.12387789	10727185.94153	0.6	-3834954.83138545	10726260.0436148	1354.25588423579	3455	336.98
"Lchu7 "	343	0.5	-3836836.95539439	10725661.5737201	0.25	-3837136.55322491	10725944.4555681	412.04490046937	858.2	200.74
"Lchu7 "	343	0.75	-3837180.12677243	10725471.1783281	0.25	-3837136.55322491	10725944.4555681	475.27886550642	842.7	276.55
"Lchu7 "	343	0.167	-3835526.43175286	10725638.5783946	0.333	-3835526.43175286	10725638.5783946	0	3211.1	408.82
"Lchu7 "	343	0.167	-3835251.78597857	10727696.8132448	0.6	-3834954.83138545	10726260.0436148	1467.13632631684	2495.1	313.51
"Lchu7 "	343	0.25	-3835943.12387789	10727185.94153	0.6	-3834954.83138545	10726260.0436148	1354.25588423579	3455	336.98
"Lchu7 "	343	0.667	-3837092.19493726	10741953.0389327	0.375	-3833855.99332499	10743061.3390386	3420.72068429586	5768.2	404.14
"Lchu7 "	345	0.3	-3813163.86437249	10786407.7220874	0.5	-3813163.86437249	10786407.7220874	0	NA	NA
"Lchu7 "	345	0.4	-3815584.56216887	10786021.2221798	0.5	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Lchu7 "	345	0.389	-3814809.19283505	10787454.7675737	0.667	-3814809.19283505	10787454.7675737	0	NA	NA
"Lchu7 "	345	0.3	-3815584.56216887	10786021.2221798	0.5	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Lchu7 "	345	0.25	-3814085.76421928	10787968.3199448	0.667	-3814809.19283505	10787454.7675737	887.178110644303	1041.7	212.97
"Lchu7 "	345	0.357	-3815495.03350466	10786313.3002829	0.5	-3815584.56216887	10786021.2221798	305.491407405913	736.7	91.86
"Lchu7 "	345	0.3	-3814085.76421928	10787968.3199448	0.667	-3814809.19283505	10787454.7675737	887.178110644303	1041.7	212.97
"Lchu7 "	345	0.25	-3833855.99332499	10743061.3390386	0.625	-3833855.99332499	10743061.3390386	0	NA	NA
"Lchu7 "	345	0.375	-3832993.68094611	10741619.8181885	0.625	-3833855.99332499	10743061.3390386	1679.75146971649	2397	376.75
"Lchu7 "	345	0.5	-3830707.82318852	10748056.3712499	0.625	-3833855.99332499	10743061.3390386	5904.34772011088	6671.3	298.21
"Lchu7 "	345	0.1	-3830807.19829394	10761465.0344789	0.5	-3832092.5295933	10761632.9792642	1296.25691897565	1342.5	188.2
"Lchu7 "	345	0.167	-3832136.75534032	10760691.8798628	0.5	-3832092.5295933	10761632.9792642	942.13799414255	1487.7	307.09
"Lchu7 "	345	0.563	-3831937.84248834	10755283.7805037	0.5	-3831937.84248834	10755283.7805037	0	1180.2	232.53
"Lchu7 "	345	0.5	-3832877.64520233	10756133.923938	0.5	-3831937.84248834	10755283.7805037	1267.26990022212	1180.2	232.53
"Lchu7 "	345	0.25	-3831327.27853097	10755077.3255354	0.5	-3831937.84248834	10755283.7805037	644.524631020778	1038.1	359.5
"Lchu7 "	345	0.25	-3834954.83138545	10726260.0436148	0.2	-3834954.83138545	10726260.0436148	0	2495.1	313.51
"Lchu7 "	345	0.25	-3837136.55322491	10725944.4555681	0.5	-3837136.55322491	10725944.4555681	0	2845.2	310.53
"Lchu7 "	345	0.25	-3836745.63268835	10725400.5887332	0.5	-3837136.55322491	10725944.4555681	669.783547124884	1162.6	297.18
"Lchu7 "	345	0.667	-3835251.78597857	10727696.8132448	0.2	-3834954.83138545	10726260.0436148	1467.13632631684	2495.1	313.51
"Lchu7 "	345	0.5	-3836472.47647905	10726779.8112263	0.5	-3837136.55322491	10725944.4555681	1067.15369090228	1183.3	249.81
"Lchu7 "	345	1	-3835526.43175286	10725638.5783946	0.333	-3835526.43175286	10725638.5783946	0	3211.1	408.82
"Lchu7 "	345	1	-3834929.02189673	10728357.9458695	0.2	-3834954.83138545	10726260.0436148	2098.06100959766	2754.1	272.96
"Lchu7 "	347	0.643	-3848812.68503423	10745487.219727	0.571	-3850355.73962123	10743765.1516269	2312.25777109792	2458.4	247.46
"Lchu7 "	347	0.083	-3848205.93586398	10746463.4673618	0.125	-3845105.93131116	10745187.5234867	3352.32173276538	3502.9	361.4
"Lchu7 "	347	0.583	-3838237.33456959	10743235.3186302	0.125	-3845105.93131116	10745187.5234867	7140.63897700959	16039.3	237.81
"Lchu7 "	347	0.5	-3833855.99332499	10743061.3390386	0.125	-3845105.93131116	10745187.5234867	11449.094505675	21950.4	351.73
"Lchu7 "	347	0.125	-3832993.68094611	10741619.8181885	0.125	-3845105.93131116	10745187.5234867	12626.7624512401	23350.6	365.64
"Lchu7 "	347	0.5	-3831382.3291709	10761621.4744814	0.5	-3830730.82009379	10761761.5920122	666.406032383429	1526.4	272.35
"Lchu7 "	347	0.7	-3830807.19829394	10761465.0344789	0.5	-3830730.82009379	10761761.5920122	306.235203722777	847.3	226.8
"Lchu7 "	347	0.333	-3832136.75534032	10760691.8798628	0.7	-3832097.11584667	10761638.2675796	947.217504064122	1487.7	307.09
"Lchu7 "	347	0.438	-3831937.84248834	10755283.7805037	0.5	-3831937.84248834	10755283.7805037	0	1180.2	232.53
"Lchu7 "	347	0.5	-3832877.64520233	10756133.923938	1	-3832878.60363112	10755831.2953184	302.630137293157	0	0
"Lchu7 "	347	0.75	-3831327.27853097	10755077.3255354	0.5	-3831937.84248834	10755283.7805037	644.524631020778	1038.1	359.5
"Lchu7 "	347	0.833	-3832571.68254384	10756718.2730217	1	-3832878.60363112	10755831.2953184	938.57871273144	1200.6	295.16
"Lchu7 "	347	0.667	-3836000.08230449	10726663.9935081	0.833	-3836000.08230449	10726663.9935081	0	1765.1	316.86
"Lchu7 "	347	0.75	-3834954.83138545	10726260.0436148	0.2	-3834954.83138545	10726260.0436148	0	2495.1	313.51
"Lchu7 "	347	0.5	-3837136.55322491	10725944.4555681	0.25	-3837136.55322491	10725944.4555681	0	2845.2	310.53
"Lchu7 "	347	0.5	-3837180.12677243	10725471.1783281	0.25	-3837136.55322491	10725944.4555681	475.27886550642	842.7	276.55
"Lchu7 "	347	0.5	-3835943.12387789	10727185.94153	0.833	-3836000.08230449	10726663.9935081	525.04666459258	845.3	231.06
"Lchu7 "	347	0.5	-3836836.95539439	10725661.5737201	0.25	-3837136.55322491	10725944.4555681	412.04490046937	858.2	200.74
"Lchu7 "	347	0.25	-3837180.12677243	10725471.1783281	0.25	-3837136.55322491	10725944.4555681	475.27886550642	842.7	276.55
"Lchu7 "	347	0.833	-3835526.43175286	10725638.5783946	0.333	-3835526.43175286	10725638.5783946	0	3211.1	408.82
"Lchu7 "	347	0.75	-3836745.63268835	10725400.5887332	0.25	-3837136.55322491	10725944.4555681	669.783547124884	1162.6	297.18
"Lchu7 "	347	0.5	-3836472.47647905	10726779.8112263	0.833	-3836000.08230449	10726663.9935081	486.384621470953	849.2	276.88
"Lchu7 "	347	0.75	-3835943.12387789	10727185.94153	0.833	-3836000.08230449	10726663.9935081	525.04666459258	845.3	231.06
"Lchu7 "	347	1	-3837092.19493726	10741953.0389327	0.125	-3845105.93131116	10745187.5234867	8641.86675435336	16744.8	282.12
"Lchu7 "	347	0.333	-3837092.19493726	10741953.0389327	0.125	-3845105.93131116	10745187.5234867	8641.86675435336	16744.8	282.12
"Lchu6 "	179	0.071	-3848205.93586398	10746463.4673618	0.05	-3814809.19283505	10787454.7675737	52873.7093270338	58277.2	640.28
"Lchu6 "	187	0.583	-3838237.33456959	10743235.3186302	0.25	-3833855.99332499	10743061.3390386	4384.79417988561	6724.3	259.51
"Lchu6 "	187	0.2	-3813163.86437249	10786407.7220874	0.55	-3814809.19283505	10787454.7675737	1950.23331937269	7093.3	471.2
"Lchu6 "	187	0.9	-3815584.56216887	10786021.2221798	0.333	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Lchu6 "	187	0.55	-3814809.19283505	10787454.7675737	0.55	-3814809.19283505	10787454.7675737	0	NA	NA
"Lchu6 "	187	0.7	-3815584.56216887	10786021.2221798	0.333	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Lchu6 "	187	0.25	-3814085.76421928	10787968.3199448	0.55	-3814809.19283505	10787454.7675737	887.178110644303	1041.7	212.97
"Lchu6 "	187	0.5	-3815495.03350466	10786313.3002829	0.333	-3815584.56216887	10786021.2221798	305.491407405913	736.7	91.86
"Lchu6 "	187	0.4	-3814085.76421928	10787968.3199448	0.55	-3814809.19283505	10787454.7675737	887.178110644303	1041.7	212.97
"Lchu6 "	187	0.167	-3833855.99332499	10743061.3390386	0.25	-3833855.99332499	10743061.3390386	0	NA	NA
"Lchu6 "	187	0.25	-3832136.75534032	10760691.8798628	0.083	-3832097.11584667	10761638.2675796	947.217504064122	1487.7	307.09
"Lchu6 "	187	0.063	-3831937.84248834	10755283.7805037	0.25	-3832878.60363112	10755831.2953184	1088.48702334669	0	0
"Lchu6 "	187	0.167	-3831327.27853097	10755077.3255354	0.25	-3832878.60363112	10755831.2953184	1724.84202174319	2147.2	403.44
"Lchu6 "	187	0.25	-3834954.83138545	10726260.0436148	0.25	-3833855.99332499	10743061.3390386	16837.1901753231	33965.5	122.87
"Lchu6 "	187	0.167	-3835526.43175286	10725638.5783946	0.25	-3833855.99332499	10743061.3390386	17502.655598507	33965.5	122.87
"Lchu6 "	187	0.167	-3835251.78597857	10727696.8132448	0.25	-3833855.99332499	10743061.3390386	15427.7960188736	33965.5	122.87
"Lchu6 "	187	0.25	-3835943.12387789	10727185.94153	0.25	-3833855.99332499	10743061.3390386	16012.0067449404	33965.5	122.87
"Lchu6 "	187	0.5	-3837092.19493726	10741953.0389327	0.25	-3833855.99332499	10743061.3390386	3420.72068429586	5768.2	404.14
"Lchu6 "	187	0.167	-3837092.19493726	10741953.0389327	0.25	-3833855.99332499	10743061.3390386	3420.72068429586	5768.2	404.14
"Lchu6 "	193	0.125	-3814085.76421928	10787968.3199448	0.313	-3814809.19283505	10787454.7675737	887.178110644303	3004.5	346.2
"Lchu6 "	195	0.929	-3848812.68503423	10745487.219727	0.857	-3850355.73962123	10743765.1516269	2312.25777109792	2458.4	247.46
"Lchu6 "	195	0.929	-3848205.93586398	10746463.4673618	0.8	-3845105.93131116	10745187.5234867	3352.32173276538	3502.9	361.4
"Lchu6 "	195	0.875	-3849038.62221455	10749887.0697689	0.8	-3845105.93131116	10745187.5234867	6127.95177853164	6520.6	665.28
"Lchu6 "	195	0.333	-3838237.33456959	10743235.3186302	0.8	-3845105.93131116	10745187.5234867	7140.63897700959	16039.3	237.81
"Lchu6 "	195	0.3	-3813163.86437249	10786407.7220874	0.667	-3815584.56216887	10786021.2221798	2451.35880686073	5322.1	768.72
"Lchu6 "	195	0.1	-3815584.56216887	10786021.2221798	0.667	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Lchu6 "	195	0.15	-3814809.19283505	10787454.7675737	0.667	-3815584.56216887	10786021.2221798	1629.80060130104	2057.6	280.66
"Lchu6 "	195	0.2	-3815584.56216887	10786021.2221798	0.667	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Lchu6 "	195	0.233	-3815495.03350466	10786313.3002829	0.667	-3815584.56216887	10786021.2221798	305.491407405913	736.7	91.86
"Lchu6 "	195	0.1	-3814085.76421928	10787968.3199448	0.667	-3815584.56216887	10786021.2221798	2457.14977158803	3004.5	346.2
"Lchu6 "	195	0.5	-3831382.3291709	10761621.4744814	0.5	-3830730.82009379	10761761.5920122	666.406032383429	1526.4	272.35
"Lchu6 "	195	0.583	-3830807.19829394	10761465.0344789	0.5	-3830730.82009379	10761761.5920122	306.235203722777	847.3	226.8
"Lchu6 "	195	0.5	-3832136.75534032	10760691.8798628	0.5	-3832092.5295933	10761632.9792642	942.13799414255	1487.7	307.09
"Lchu6 "	195	0.188	-3831937.84248834	10755283.7805037	0.333	-3831937.84248834	10755283.7805037	0	1180.2	232.53
"Lchu6 "	195	0.083	-3832877.64520233	10756133.923938	0.25	-3832878.60363112	10755831.2953184	302.630137293157	0	0
"Lchu6 "	195	0.167	-3831327.27853097	10755077.3255354	0.333	-3831937.84248834	10755283.7805037	644.524631020778	1038.1	359.5
"Lchu6 "	195	0.5	-3832571.68254384	10756718.2730217	0.25	-3832878.60363112	10755831.2953184	938.57871273144	1200.6	295.16
"Lchu6 "	195	0.25	-3834954.83138545	10726260.0436148	0.4	-3834954.83138545	10726260.0436148	0	2495.1	313.51
"Lchu6 "	195	0.25	-3837136.55322491	10725944.4555681	0.5	-3837136.55322491	10725944.4555681	0	2845.2	310.53
"Lchu6 "	195	0.25	-3837180.12677243	10725471.1783281	0.5	-3837136.55322491	10725944.4555681	475.27886550642	842.7	276.55
"Lchu6 "	195	0.75	-3835943.12387789	10727185.94153	0.4	-3834954.83138545	10726260.0436148	1354.25588423579	3455	336.98
"Lchu6 "	195	0.167	-3836836.95539439	10725661.5737201	0.5	-3837136.55322491	10725944.4555681	412.04490046937	858.2	200.74
"Lchu6 "	195	0.25	-3837180.12677243	10725471.1783281	0.5	-3837136.55322491	10725944.4555681	475.27886550642	842.7	276.55
